second, ampere
-123.8000E-03,+13.2358
-123.7000E-03,+13.0470
-123.6000E-03,+12.9560
-123.5000E-03,+13.5720
-123.4000E-03,+13.1331
-123.3000E-03,+13.5372
-123.2000E-03,+14.0803
-123.1000E-03,+13.5720
-123.0000E-03,+13.5720
-122.9000E-03,+13.5720
-122.8000E-03,+13.5720
-122.7000E-03,+13.5720
-122.6000E-03,+12.9178
-122.5000E-03,+14.0588
-122.4000E-03,+13.1977
-122.3000E-03,+12.9046
-122.2000E-03,+12.9046
-122.1000E-03,+12.9046
-122.0000E-03,+13.3865
-121.9000E-03,+12.9129
-121.8000E-03,+13.3699
-121.7000E-03,+13.3004
-121.6000E-03,+13.5720
-121.5000E-03,+13.5720
-121.4000E-03,+13.5720
-121.3000E-03,+13.5720
-121.2000E-03,+12.9344
-121.1000E-03,+13.5720
-121.0000E-03,+13.5720
-120.9000E-03,+13.5720
-120.8000E-03,+13.4345
-120.7000E-03,+12.9046
-120.6000E-03,+13.4295
-120.5000E-03,+13.5206
-120.4000E-03,+12.9046
-120.3000E-03,+12.9046
-120.2000E-03,+13.5372
-120.1000E-03,+13.2541
-120.0000E-03,+12.9427
-119.9000E-03,+13.5720
-119.8000E-03,+12.9775
-119.7000E-03,+13.5720
-119.6000E-03,+13.1116
-119.5000E-03,+12.9046
-119.4000E-03,+13.3915
-119.3000E-03,+12.9046
-119.2000E-03,+12.9046
-119.1000E-03,+13.5720
-119.0000E-03,+13.2839
-118.9000E-03,+13.3865
-118.8000E-03,+12.9129
-118.7000E-03,+13.7739
-118.6000E-03,+13.4479
-118.5000E-03,+12.9046
-118.4000E-03,+13.5720
-118.3000E-03,+13.2624
-118.2000E-03,+12.9046
-118.1000E-03,+12.9046
-118.0000E-03,+13.1281
-117.9000E-03,+13.1547
-117.8000E-03,+13.5156
-117.7000E-03,+13.4346
-117.6000E-03,+13.2357
-117.5000E-03,+13.5720
-117.4000E-03,+12.9046
-117.3000E-03,+13.1496
-117.2000E-03,+13.1332
-117.1000E-03,+12.2721
-117.0000E-03,+13.9215
-116.9000E-03,+13.2573
-116.8000E-03,+13.5720
-116.7000E-03,+12.9774
-116.6000E-03,+13.0389
-116.5000E-03,+13.6181
-116.4000E-03,+12.2773
-116.3000E-03,+13.3916
-116.2000E-03,+13.2788
-116.1000E-03,+13.5720
-116.0000E-03,+14.0507
-115.9000E-03,+12.6166
-115.8000E-03,+13.2008
-115.7000E-03,+12.9046
-115.6000E-03,+13.1065
-115.5000E-03,+13.5720
-115.4000E-03,+12.9826
-115.3000E-03,+13.5720
-115.2000E-03,+13.2624
-115.1000E-03,+13.4079
-115.0000E-03,+13.5423
-114.9000E-03,+12.9046
-114.8000E-03,+13.3218
-114.7000E-03,+12.9610
-114.6000E-03,+13.5720
-114.5000E-03,+13.2409
-114.4000E-03,+13.4294
-114.3000E-03,+12.9046
-114.2000E-03,+13.1496
-114.1000E-03,+13.5720
-114.0000E-03,+12.9395
-113.9000E-03,+13.0635
-113.8000E-03,+13.5720
-113.7000E-03,+13.0256
-113.6000E-03,+13.5720
-113.5000E-03,+13.5720
-113.4000E-03,+13.5720
-113.3000E-03,+13.5720
-113.2000E-03,+13.0850
-113.1000E-03,+13.1979
-113.0000E-03,+14.0403
-112.9000E-03,+12.9989
-112.8000E-03,+13.5720
-112.7000E-03,+13.5720
-112.6000E-03,+13.5638
-112.5000E-03,+13.1065
-112.4000E-03,+13.1763
-112.3000E-03,+14.0833
-112.2000E-03,+13.5720
-112.1000E-03,+13.5720
-112.0000E-03,+13.5720
-111.9000E-03,+12.9046
-111.8000E-03,+13.1280
-111.7000E-03,+13.5720
-111.6000E-03,+13.5720
-111.5000E-03,+13.5720
-111.4000E-03,+13.5720
-111.3000E-03,+13.5720
-111.2000E-03,+14.1881
-111.1000E-03,+13.5720
-111.0000E-03,+13.1333
-110.9000E-03,+12.9046
-110.8000E-03,+13.5720
-110.7000E-03,+13.5720
-110.6000E-03,+13.5720
-110.5000E-03,+13.4993
-110.4000E-03,+13.1710
-110.3000E-03,+12.6516
-110.2000E-03,+12.8912
-110.1000E-03,+13.0849
-110.0000E-03,+13.1979
-109.9000E-03,+13.4724
-109.8000E-03,+13.5720
-109.7000E-03,+13.5720
-109.6000E-03,+13.5720
-109.5000E-03,+14.2312
-109.4000E-03,+13.3701
-109.3000E-03,+13.6957
-109.2000E-03,+13.6500
-109.1000E-03,+12.9046
-109.0000E-03,+13.2141
-108.9000E-03,+13.5720
-108.8000E-03,+13.5424
-108.7000E-03,+13.1280
-108.6000E-03,+13.5720
-108.5000E-03,+13.5720
-108.4000E-03,+13.4347
-108.3000E-03,+13.2356
-108.2000E-03,+13.5720
-108.1000E-03,+13.5720
-108.0000E-03,+13.5720
-107.9000E-03,+13.1334
-107.8000E-03,+12.9046
-107.7000E-03,+13.0634
-107.6000E-03,+13.5720
-107.5000E-03,+13.5720
-107.4000E-03,+13.5720
-107.3000E-03,+13.3056
-107.2000E-03,+13.3647
-107.1000E-03,+13.5720
-107.0000E-03,+13.5720
-106.9000E-03,+13.1980
-106.8000E-03,+12.9046
-106.7000E-03,+13.5720
-106.6000E-03,+13.5720
-106.5000E-03,+13.5720
-106.4000E-03,+13.5559
-106.3000E-03,+12.6408
-106.2000E-03,+13.5720
-106.1000E-03,+13.5720
-106.0000E-03,+13.5720
-105.9000E-03,+13.2626
-105.8000E-03,+13.4078
-105.7000E-03,+12.9342
-105.6000E-03,+13.5720
-105.5000E-03,+13.1549
-105.4000E-03,+13.5154
-105.3000E-03,+13.0418
-105.2000E-03,+13.2411
-105.1000E-03,+13.4293
-105.0000E-03,+12.9557
-104.9000E-03,+13.3272
-104.8000E-03,+13.3432
-104.7000E-03,+13.5720
-104.6000E-03,+13.5720
-104.5000E-03,+13.9244
-104.4000E-03,+12.6008
-104.3000E-03,+13.5720
-104.2000E-03,+13.3057
-104.1000E-03,+13.3647
-104.0000E-03,+12.9182
-103.9000E-03,+13.5720
-103.8000E-03,+13.1980
-103.7000E-03,+12.9046
-103.6000E-03,+13.5720
-103.5000E-03,+13.2841
-103.4000E-03,+13.3862
-103.3000E-03,+13.5720
-103.2000E-03,+13.5720
-103.1000E-03,+13.9674
-103.0000E-03,+13.6501
-102.9000E-03,+13.4564
-102.8000E-03,+13.2140
-102.7000E-03,+13.0689
-102.6000E-03,+13.5425
-102.5000E-03,+13.1278
-102.4000E-03,+13.1550
-102.3000E-03,+13.5153
-102.2000E-03,+14.1022
-102.1000E-03,+13.5720
-102.0000E-03,+13.5720
-101.9000E-03,+13.0066
-101.8000E-03,+13.9946
-101.7000E-03,+13.1335
-101.6000E-03,+12.9046
-101.5000E-03,+12.9046
-101.4000E-03,+13.2570
-101.3000E-03,+13.5720
-101.2000E-03,+13.5720
-101.1000E-03,+13.5720
-101.0000E-03,+13.1120
-100.9000E-03,+12.9046
-100.8000E-03,+13.0848
-100.7000E-03,+13.9458
-100.6000E-03,+13.1040
-100.5000E-03,+13.5720
-100.4000E-03,+13.5720
-100.3000E-03,+13.0904
-100.2000E-03,+12.9125
-100.1000E-03,+13.3703
-100.0000E-03,+12.9046
-99.9000E-03,+13.4938
-99.8000E-03,+14.2393
-99.7000E-03,+13.6207
-99.6000E-03,+13.4076
-99.5000E-03,+12.9046
-99.4000E-03,+12.9046
-99.3000E-03,+12.9046
-99.2000E-03,+13.5153
-99.1000E-03,+12.9046
-99.0000E-03,+13.2354
-98.9000E-03,+13.0474
-98.8000E-03,+12.9556
-98.7000E-03,+13.3273
-98.6000E-03,+12.9046
-98.5000E-03,+12.9046
-98.4000E-03,+13.0632
-98.3000E-03,+13.2196
-98.2000E-03,+13.4507
-98.1000E-03,+12.3097
-98.0000E-03,+13.1708
-97.9000E-03,+13.1120
-97.8000E-03,+12.9046
-97.7000E-03,+13.0847
-97.6000E-03,+13.5720
-97.5000E-03,+13.0044
-97.4000E-03,+13.5720
-97.3000E-03,+13.5720
-97.2000E-03,+13.0905
-97.1000E-03,+12.9046
-97.0000E-03,+13.1062
-96.9000E-03,+13.9673
-96.8000E-03,+13.0611
-96.7000E-03,+13.4565
-96.6000E-03,+13.2139
-96.5000E-03,+13.5720
