second,Ampere
-185.27401E-03,+8.31610E-03
-185.24151E-03,+8.36732E-03
-185.20901E-03,+8.67538E-03
-185.17651E-03,+8.67538E-03
-185.14401E-03,+8.31610E-03
-185.11151E-03,+8.36732E-03
-185.07901E-03,+8.31610E-03
-185.04651E-03,+8.00804E-03
-185.01401E-03,+8.36732E-03
-184.98151E-03,+8.31610E-03
-184.94901E-03,+8.36732E-03
-184.91651E-03,+8.67538E-03
-184.88401E-03,+8.67538E-03
-184.85151E-03,+8.67538E-03
-184.81901E-03,+8.67538E-03
-184.78651E-03,+8.31610E-03
-184.75401E-03,+8.36732E-03
-184.72151E-03,+8.67538E-03
-184.68901E-03,+8.67538E-03
-184.65650E-03,+8.31610E-03
-184.62400E-03,+8.36732E-03
-184.59150E-03,+8.31610E-03
-184.55900E-03,+8.36732E-03
-184.52650E-03,+8.67538E-03
-184.49400E-03,+8.31610E-03
-184.46150E-03,+8.36732E-03
-184.42900E-03,+8.67538E-03
-184.39650E-03,+8.67538E-03
-184.36400E-03,+8.31610E-03
-184.33150E-03,+8.36732E-03
-184.29900E-03,+8.67538E-03
-184.26650E-03,+8.67538E-03
-184.23400E-03,+8.67538E-03
-184.20150E-03,+8.67538E-03
-184.16900E-03,+8.67538E-03
-184.13650E-03,+8.67538E-03
-184.10400E-03,+8.31610E-03
-184.07150E-03,+8.00804E-03
-184.03900E-03,+8.36732E-03
-184.00650E-03,+8.31610E-03
-183.97400E-03,+8.36732E-03
-183.94150E-03,+8.67538E-03
-183.90900E-03,+8.67538E-03
-183.87650E-03,+8.67538E-03
-183.84400E-03,+8.67538E-03
-183.81150E-03,+8.31610E-03
-183.77900E-03,+8.36732E-03
-183.74650E-03,+8.67538E-03
-183.71400E-03,+8.67538E-03
-183.68150E-03,+8.67538E-03
-183.64900E-03,+8.67538E-03
-183.61650E-03,+8.31610E-03
-183.58400E-03,+8.00804E-03
-183.55150E-03,+8.00804E-03
-183.51900E-03,+8.36732E-03
-183.48650E-03,+8.67538E-03
-183.45400E-03,+8.31610E-03
-183.42150E-03,+8.36732E-03
-183.38900E-03,+8.31610E-03
-183.35650E-03,+8.00804E-03
-183.32399E-03,+8.00804E-03
-183.29149E-03,+8.00804E-03
-183.25899E-03,+8.36732E-03
-183.22649E-03,+8.67538E-03
-183.19399E-03,+8.31610E-03
-183.16149E-03,+8.00804E-03
-183.12899E-03,+8.36732E-03
-183.09649E-03,+8.67538E-03
-183.06399E-03,+8.31610E-03
-183.03149E-03,+8.36732E-03
-182.99899E-03,+8.67538E-03
-182.96649E-03,+8.31610E-03
-182.93399E-03,+8.36732E-03
-182.90149E-03,+8.67538E-03
-182.86899E-03,+8.67538E-03
-182.83649E-03,+8.67538E-03
-182.80399E-03,+8.31610E-03
-182.77149E-03,+8.36732E-03
-182.73899E-03,+8.67538E-03
-182.70649E-03,+8.31610E-03
-182.67399E-03,+8.00804E-03
-182.64149E-03,+8.36732E-03
-182.60899E-03,+8.31610E-03
-182.57649E-03,+8.36732E-03
-182.54399E-03,+8.67538E-03
-182.51149E-03,+8.31610E-03
-182.47899E-03,+8.36732E-03
-182.44649E-03,+8.67538E-03
-182.41399E-03,+8.67538E-03
-182.38149E-03,+8.67538E-03
